1,http://s3contents.chinesepod.com/0998/89ab3cce9fcb0cb5336713391d103336b1fb381f/mp3/64/rec-1221862120812-3.mp3,Hello!,您好！,nínhǎo ！,nin hao 
4,http://s3contents.chinesepod.com/0816/30d96a180e9c79e64898cf68004891eb29a61875/mp3/64/rec-1204769787265-1.mp3,Hello! Have you been all right lately?,你好，最近还好吗？,nǐhǎo ， zuìjìn hái hǎo ma ？,ni hao  zui jin huan hao ma 
1,http://s3contents.chinesepod.com/0844/8c340830eaee8b7608a1ec72f35edbb1bbae3ed2/mp3/64/rec-1206670138296-0.mp3,Hello?,喂？,wéi ？,wei 
1,http://s3contents.chinesepod.com/0002/562325eabd63bca8bbd28b223a78300aecd594a0/mp3/64/rec-1188871794000-0.mp3,Hello.,你好。,nǐhǎo 。,ni hao 
2,http://s3contents.chinesepod.com/0053/ab6d748b12822923214b9233e708e29a99a2dfaa/mp3/64/rec-1220125875234-0.mp3,Hello.,师傅你好。,shīfu nǐhǎo 。,shi fu ni hao 
3,http://s3contents.chinesepod.com/0200/dc2c4ac51fcaf5fa367b0d3566fb8c699ec438eb/mp3/64/rec-1218216074968-1.mp3,Hello. I am here for an interview.,你好。我来面试。,nǐhǎo 。 wǒ lái miànshì 。,ni hao  wo lai mian shi 
4,http://s3contents.chinesepod.com/0006/094035d0545f559c0d1c337b69f1c0358e32241c/mp3/64/rec-1188871879359-0.mp3,Hello. I'd like to buy some bread.,你好，我要买面包。,nǐhǎo ， wǒ yào mǎi miànbāo 。,ni hao  wo yao mai mian bao 
4,http://s3contents.chinesepod.com/0844/8c340830eaee8b7608a1ec72f35edbb1bbae3ed2/mp3/64/rec-1206670138296-1.mp3,Hello. Is Mr. Ma in?,你好，马先生在吗？,nǐhǎo ， mǎ xiānsheng zài ma ？,ni hao  ma xian sheng zai ma 
4,http://s3contents.chinesepod.com/0002/562325eabd63bca8bbd28b223a78300aecd594a0/mp3/64/rec-1188871794000-1.mp3,Hello. What's your name?,你好，你叫什么名字？,nǐhǎo ， nǐ jiào shénme míngzi ？,ni hao  ni jiao shi yao ming zi 
3,http://s3contents.chinesepod.com/0825/db2f46e729a5292e8db1272c530c204b8003f0f8/mp3/64/rec-1205387404687-1.mp3,Hello. Where are you going?,你好，你去哪儿？,nǐhǎo ， nǐ qù nǎr ？,ni hao  ni qu na er 
2,http://s3contents.chinesepod.com/0386/50e0a4f1316005b55ecc6d16a20183bc9797b00a/mp3/64/rec-1218497411890-0.mp3,Hello. Who is this?,喂，哪位？,wèi ， nǎ wèi ？,wei  na wei 
4,http://s3contents.chinesepod.com/0065/e2f30a1324643244e7e5a33f898a6de3c42223f6/mp3/64/rec-1217625982062-3.mp3,Here is exactly eighty-five RMB. Thank you.,八十五块。正好。谢谢。,bāshíwǔ kuài 。 zhènghǎo 。 xièxie 。,ba shi wu kuai  zheng hao  xie xie 
1,http://s3contents.chinesepod.com/0235/31e3b0fbad4b381c979b55745595146e741d0f36/mp3/64/rec-1218227315359-3.mp3,Here you are.,给你。,gěi nǐ 。,gei ni 
2,http://s3contents.chinesepod.com/1049/3b6e6014be70779f4267e6b91934b614b50b5d31/mp3/64/rec-1227739671625-4.mp3,"Here, coffee.",给，咖啡！,gěi ， kāfēi ！,gei  ka fei 
2,http://s3contents.chinesepod.com/1064/8e3c7e989f7b5270e480178e5bacc7dd557c5ef2/mp3/64/rec-1230072716390-1.mp3,"Here, use mine.",用我的。,yòng wǒ de 。,yong wo de 
1,http://s3contents.chinesepod.com/0490/9f5fe095719962ca7dde9afeccebbbe04200a702/mp3/64/rec-1218668725734-1.mp3,Here.,这里。,zhèlǐ 。,zhe li 
3,http://s3contents.chinesepod.com/0739/a2f75ddaba1a2e7bfa5e0255ec31e8e99d12ef43/mp3/64/rec-1198133079640-1.mp3,Hey there! Have you been bad or good?,你好！你乖不乖？,nǐhǎo ！ nǐ guāi bù guāi ？,ni hao  ni guai bu guai 
2,http://s3contents.chinesepod.com/0560/334ff32965db0e128dfd69c1d316a674fd1046aa/mp3/64/rec-1182749879234-0.mp3,"Hey, hello!",哎，你好！,āi ， nǐhǎo ！,ai  ni hao 
3,http://s3contents.chinesepod.com/1064/8e3c7e989f7b5270e480178e5bacc7dd557c5ef2/mp3/64/rec-1230072716390-0.mp3,"Hey, my cell phone is out of power.",手机没电了。,shǒujī méidiàn le 。,shou ji mei dian le 
3,http://s3contents.chinesepod.com/0804/88bc6a2270df6293b8d0b550912beb03df1a9ade/mp3/64/rec-1203671715546-0.mp3,Hey! Long time no see!,你好！好久不见！,nǐhǎo ！ hǎojiǔbùjiàn ！,ni hao  hao jiu bu jian 
3,http://s3contents.chinesepod.com/0739/a2f75ddaba1a2e7bfa5e0255ec31e8e99d12ef43/mp3/64/rec-1198133079640-0.mp3,Hi Santa Claus!,圣诞老人，你好！,shèngdànlǎorén ， nǐhǎo ！,sheng dan lao ren  ni hao 
3,http://s3contents.chinesepod.com/0218/d5edca82532397b72e6490ae5483110da2c9243f/mp3/64/chinesepod_1845_dialogue_12622_prototype_18441.mp3,"Hi there, little girl (boy)!",小朋友，你好！,xiǎopéngyou ， nǐhǎo ！,xiao peng you  ni hao 
4,http://s3contents.chinesepod.com/0296/180f126b75f83c0712adc21634d03001a196ce71/mp3/64/rec-1218495295828-0.mp3,"Hi, can I get some change?",你好，可以换零钱吗？,nǐhǎo ， kěyǐ huàn língqián ma ？,ni hao  ke yi huan ling qian ma 
3,http://s3contents.chinesepod.com/0990/ee182d0d725ceb4646288c875a7d39a1b3145a37/mp3/64/rec-1221065997781-1.mp3,"Hi, I'm here.",你好，我到了。,nǐhǎo ， wǒ dào le 。,ni hao  wo dao le 
3,http://s3contents.chinesepod.com/0661/d909c4aec9eb5ec2c514bc4d73258e5d88b8bcea/mp3/64/rec-1190619495187-2.mp3,"Hi, I'm Li Yan.",你好，我是李燕。,nǐhǎo ， wǒ shì lǐ yàn 。,ni hao  wo shi li yan 
4,http://s3contents.chinesepod.com/0629/e97f2db1914be9b12e855e0dec6e426a6f273ffd/mp3/64/rec-1188371532484-0.mp3,"Hi, miss! I like you!",小姐，你好！我喜欢你！,xiǎojie ， nǐhǎo ！ wǒ xǐhuan nǐ ！,xiao jie  ni hao  wo xi huan ni 
3,http://s3contents.chinesepod.com/0147/e7b3483d6b5d8fcd8833a35300b4ca8f30c1ccf7/mp3/64/rec-1219096981531-0.mp3,"Hi, Mom. It’s me.",喂，妈妈，是我。,wèi ， māma ， shì wǒ 。,wei  ma ma  shi wo 
2,http://s3contents.chinesepod.com/0142/5cbfd24c98b3f6b1a46b8c285f4f0cd5132b22bd/mp3/64/rec-1217896047093-1.mp3,Hi! How are you?,嘿！你好吗？,hēi ！ nǐ hǎo ma ？,hei  ni hao ma 
4,http://s3contents.chinesepod.com/0804/88bc6a2270df6293b8d0b550912beb03df1a9ade/mp3/64/rec-1203671715546-1.mp3,Hi! How have you been lately?,你好！最近怎么样？,nǐhǎo ！ zuìjìn zěnmeyàng ？,ni hao  zui jin zen yao yang 
3,http://s3contents.chinesepod.com/0800/f043570c20ddecd4d816b06c69679ca50f78ed3c/mp3/64/rec-1203411401203-2.mp3,Hi. Go sit down.,你们好。快坐吧。,nǐmen hǎo 。 kuài zuò ba 。,ni men hao  kuai zuo ba 
5,http://s3contents.chinesepod.com/0226/4f3f888ab77d274ec87e9e805e468711952b4020/mp3/64/rec-1218226500921-1.mp3,Hi. I can’t find my luggage.,你好。我的行李找不到。,nǐhǎo 。 wǒ de xíngli zhǎobudào 。,ni hao  wo de xing li zhao bu dao 
2,http://s3contents.chinesepod.com/0150/15cc38ea03882ca1b6d3017979a0a4acff41ad17/mp3/64/rec-1210193064734-1.mp3,His name is Wang Ping.,他叫王平。,tā jiào wáng píng 。,ta jiao wang ping 
4,http://s3contents.chinesepod.com/0685/250a4f9c8eb0513830ffc7cbc05c5be423d1e28d/mp3/64/rec-1193215567875-1.mp3,Hold on! Don't go outside!,等等！你不要出去！,děng deng ！ nǐ bùyào chūqù ！,deng deng  ni bu yao chu qu 
2,http://s3contents.chinesepod.com/0681/53ac7c70f1f11ff6886c400c94aa0448f9ed858b/mp3/64/rec-1193042956874-2.mp3,How about pumpkin cakes?,南瓜饼呢？,nánguābǐng ne ？,nan gua bing ni 
2,http://s3contents.chinesepod.com/0080/35aea8f89fb4461c1017acb68550890f21943c42/mp3/64/rec-1212616717156-0.mp3,How are you doing?,你怎么样？,nǐ zěnmeyàng ？,ni zen yao yang 
3,http://s3contents.chinesepod.com/0186/cfef667d31f8b747c86097fb0bf25cf517217bb6/mp3/64/rec-1218578536546-0.mp3,How are you going home?,你怎么回家？,nǐ zěnme huíjiā ？,ni zen yao hui jia 
3,http://s3contents.chinesepod.com/0094/6e83f367914d993971d169ab8a8119ab50f0dcc9/mp3/64/rec-1218661785468-0.mp3,How can I contact you?,我怎么联系你？,wǒ zěnme liánxì nǐ ？,wo zen yao lian xi ni 
2,http://s3contents.chinesepod.com/0130/42832b636552c1cdc127754d5b381eb8abd32c26/mp3/64/rec-1219789169812-2.mp3,How come?,怎么会？,zěnme huì ？,zen yao hui 
2,http://s3contents.chinesepod.com/0909/ff8e8bac91b997d0ef14198f1379963ba18df392/mp3/64/rec-1212101098812-2.mp3,How do I get there?,怎么走？,zěnme zǒu ？,zen yao zou 
5,http://s3contents.chinesepod.com/0133/5e5994f94643caf2084fe7f62f43e4c0c6f195bd/mp3/64/rec-1210871304687-0.mp3,How do you download music from the internet?,你怎么从网上下载音乐？,nǐ zěnme cóng wǎngshàng xiàzài yīnyuè ？,ni zen yao cong wang shang xia zai yin le 
3,http://s3contents.chinesepod.com/0603/232dc8ccf7f50a18b4f41eaa99df85c2427fbeb2/mp3/64/rec-1186473346796-2.mp3,How is this one?,这个怎么样？,zhège zěnmeyàng ？,zhe ge zen yao yang 
2,http://s3contents.chinesepod.com/1120/c0687d5b718cdd9c7408faf2739d9ed5e57739eb/mp3/64/rec-1235609441515-2.mp3,How long does it take?,要多久？,yào duō jiǔ  ？,yao duo jiu 
3,http://s3contents.chinesepod.com/0409/b3cabeaad533bd15cdee5fe47381ffe32a858071/mp3/64/rec-1213898612640-0.mp3,How long have you been here?,你呆了多久了？,nǐ dāi le duōjiǔ le ？,ni dai le duo jiu le 
3,http://s3contents.chinesepod.com/0409/b3cabeaad533bd15cdee5fe47381ffe32a858071/mp3/64/rec-1213898612640-2.mp3,How long will you stay?,你要呆多久？,nǐ yào dāi duōjiǔ ？,ni yao dai duo jiu 
3,http://s3contents.chinesepod.com/0676/ad97f3ad1fd1a0e961dc856db56ac144fb73a946/mp3/64/rec-1192759587609-6.mp3,How many people are there in your family?,你家有几个人？,nǐ jiā yǒu jǐ ge rén ？,ni jia you ji ge ren 
2,http://s3contents.chinesepod.com/0133/5e5994f94643caf2084fe7f62f43e4c0c6f195bd/mp3/64/rec-1210871304687-2.mp3,How much does it cost?,要多少钱？,yào duōshǎo qián ？,yao duo shao qian 
3,http://s3contents.chinesepod.com/0501/2963ecb4dfcba08675b7b924e0b60797336e5364/mp3/64/rec-1218825500484-0.mp3,How much is it to use the internet?,上网多少钱？,shàngwǎng duōshao qián ？,shang wang duo shao qian 
2,http://s3contents.chinesepod.com/0006/094035d0545f559c0d1c337b69f1c0358e32241c/mp3/64/rec-1188871879359-2.mp3,How much is it?,多少钱？,duōshao qián ？,duo shao qian 
2,http://s3contents.chinesepod.com/0172/39b112311c620c3a77faece86fd7d88d4bcaf57b/mp3/64/rec-1210193903625-1.mp3,How much money would you like to exchange?,换多少钱？,huàn duōshao qián ？,huan duo shao qian 
2,http://s3contents.chinesepod.com/0333/f49d2fba395315c154c39b01f8bcf22ee559e26d/mp3/64/rec-1218581203156-1.mp3,How old are you now?,你多大了？,nǐ duōdà le ？,ni duo da le 
2,http://s3contents.chinesepod.com/0218/d5edca82532397b72e6490ae5483110da2c9243f/mp3/64/chinesepod_1845_dialogue_12624_prototype_5743_38983_11613_33750.mp3,How old are you?,你几岁了？,nǐ jǐ suì le ？,ni ji sui le 
2,http://s3contents.chinesepod.com/0713/dfa68a56d8ca022c7f5516ac188b8eefe1c9ac6b/mp3/64/rec-1195799332984-2.mp3,How tall are you?,你有多高？,nǐ yǒu duō gāo ？,ni you duo gao 
3,http://s3contents.chinesepod.com/0073/99e46897ae6b4f3ab9d60565eb4bd5ddadc888d9/mp3/64/rec-1216857655828-0.mp3,How will you spend the New Year?,你怎么过新年？,nǐ zěnme guò xīnnián ？,ni zen yao guo xin nian 
4,http://s3contents.chinesepod.com/1017/770871e6f5e4bdfe073ee684264e475c67f3d497/mp3/64/rec-1225234170421-0.mp3,How's the weather today?,今天天气怎么样？,jīntiān tiānqì zěnmeyàng ？,jin tian tian qi zen yao yang 
3,http://s3contents.chinesepod.com/0402/9312fe0cc062dc4eddcecc14cfb125c25a45e779/mp3/64/rec-1218577392703-2.mp3,How’s the temperature?,温度怎么样？,wēndù zěnmeyàng ？,wen du zen yao yang 
2,http://s3contents.chinesepod.com/1150/dc0f9d55f46a3072a24c9a9368d1d9aa4b6afbce/mp3/64/rec-1239836362500-3.mp3,Huh? I don't want it.,啊？不要。,ǎ ？ bù yào 。,a  bu yao 
2,http://s3contents.chinesepod.com/0431/22711853b32392a86d40906a921500f675dcbb76/mp3/64/rec-1218752240781-0.mp3,Huh? What happened?,啊，怎么了？,ā ， zěnmale ？,a  zen yao le 
1,http://s3contents.chinesepod.com/0932/eed61db3da5ab64e302cb33df324b26cced11a2d/mp3/64/rec-1214597744343-0.mp3,"Hurry, let's go.",快走。,kuài zǒu 。,kuai zou 
2,http://s3contents.chinesepod.com/0872/a38649d8a87562d2196273f480aef69733515b49/mp3/64/rec-1209503389468-1.mp3,I am a cat.,我是猫。,wǒ shì māo 。,wo shi mao 
3,http://s3contents.chinesepod.com/0165/bc45c23902761a3b9182133bb5c1bc9c439b592f/mp3/64/rec-1217615139953-2.mp3,I am allergic to cats.,我对猫过敏。,wǒ duì māo guòmǐn 。,wo dui mao guo min 
3,http://s3contents.chinesepod.com/0748/77ac7c8f73d42b477cd3de0c853f8a88d56b9220/mp3/64/rec-1198480941375-0.mp3,I am coming tomorrow morning.,我明天上午来。,wǒ míngtiān shàngwǔ lái 。,wo ming tian shang wu lai 
2,http://s3contents.chinesepod.com/0890/62da1ba4ff46329ff1083089cc11bf8dd7b15f81/mp3/64/rec-1211219418343-1.mp3,I am going to the office.,我去公司。,wǒ qù gōngsī 。,wo qu gong si 
3,http://s3contents.chinesepod.com/0343/c8783727fe12d48433372aa227137fd867ab4b38/mp3/64/rec-1218583829000-3.mp3,I am Korean.,我是韩国人。,wǒ shì hánguórén 。,wo shi han guo ren 
3,http://s3contents.chinesepod.com/0358/176a650745eff2c5a10d578022102befa17564cb/mp3/64/rec-1218738259656-3.mp3,I am really full.,我真的饱了。,wǒ zhēnde bǎo le 。,wo zhen de bao le 
2,http://s3contents.chinesepod.com/1007/88a393883a08d0f84c86632443da5f333d9bec58/mp3/64/rec-1222368639687-0.mp3,I am so sleepy.,好困啊！,hǎo kùn a ！,hao kun a 
5,http://s3contents.chinesepod.com/0099/fb21d4850680acd07f321d9f76cc72df31b41f18/mp3/64/rec-1200389117781-2.mp3,I came to find Mrs. Wang. Please tell her I’m here.,我来找王太太。请告诉她我来了。,wǒ lái zhǎo wáng tàitai 。 qǐng gàosù tā wǒ lái le 。,wo lai zhao wang tai tai  qing gao su ta wo lai le 
5,http://s3contents.chinesepod.com/0840/64e2183c0389e2761188eacb388fc99a33579c7b/mp3/64/rec-1206524339015-1.mp3,I can speak a little. Can you speak English?,我会说一点。你会说英文吗？,wǒ huì shuō yīdiǎn 。 nǐ huì shuō yīngwén ma ？,wo hui shuo yi dian  ni hui shuo ying wen ma 
4,http://s3contents.chinesepod.com/0667/a5f56e2addac8f3a36736765ec1fa4d46a3b7250/mp3/64/rec-1190791685281-3.mp3,"I can write 1, 2, 3.",我会写一、二、三。,wǒ huì xiě yī 、 èr 、 sān 。,wo hui xie yi 、 er 、 san 
1,http://s3contents.chinesepod.com/0667/a5f56e2addac8f3a36736765ec1fa4d46a3b7250/mp3/64/rec-1190791685281-1.mp3,I can.,会。,huì 。,hui 
4,http://s3contents.chinesepod.com/0962/9991ec9761d06f6c53c7efe8c442ddc73cc048c4/mp3/64/rec-1217538196156-3.mp3,I can't hear. I'm taking a shower!,听不见，我在洗澡！,tīngbujiàn ， wǒ zài xǐzǎo ！,ting bu jian  wo zai xi zao 
4,http://s3contents.chinesepod.com/0113/f4c92a05ca6b5d7047183ea94c5c427f71de9b87/mp3/64/rec-1218470108859-1.mp3,I come from the countryside. How about you?,我从乡下来。你呢？,wǒ cóng xiāngxià lái 。 nǐ ne ？,wo cong xiang xia lai  ni ni 
5,http://s3contents.chinesepod.com/0058/a505da19f180b744f335d9bb0fe1ae0753bb1940/mp3/64/rec-1216847891968-2.mp3,I cook very well. My specialty is tomatoes with fried eggs.,我做得很好。我的拿手菜是番茄炒蛋。,wǒ zuò de hěn hǎo 。 wǒ de náshǒu cài shì fānqié chǎodàn 。,wo zuo de hen hao  wo de na shou cai shi fan qie chao dan 
2,http://s3contents.chinesepod.com/0420/6394dd71958e78a688f7edbfc59af9f4af58dff0/mp3/64/rec-1218748629406-2.mp3,I didn’t bring mine either.,我也没带。,wǒ yě méi dài 。,wo ye mei dai 
3,http://s3contents.chinesepod.com/0420/6394dd71958e78a688f7edbfc59af9f4af58dff0/mp3/64/rec-1218748629406-1.mp3,I didn’t bring my umbrella.,我没带雨伞。,wǒ méi dài yǔsǎn 。,wo mei dai yu san 
4,http://s3contents.chinesepod.com/0808/f838dd68f27479e3156519d7bb0fdbf4226d77da/mp3/64/rec-1204162591671-0.mp3,"I do not like eggs,",我不喜欢吃鸡蛋，,wǒ bù xǐhuan chī jīdàn ，,wo bu xi huan chi ji dan 
4,http://s3contents.chinesepod.com/0808/f838dd68f27479e3156519d7bb0fdbf4226d77da/mp3/64/rec-1204162591671-1.mp3,"I do not like fried rice,",我不喜欢吃炒饭，,wǒ bù xǐhuan chī chǎofàn ，,wo bu xi huan chi chao fan 
4,http://s3contents.chinesepod.com/0808/f838dd68f27479e3156519d7bb0fdbf4226d77da/mp3/64/rec-1204162591671-2.mp3,"I do not like ham,",我不喜欢吃火腿，,wǒ bù xǐhuan chī huǒtuǐ ，,wo bu xi huan chi huo tui 
2,http://s3contents.chinesepod.com/0564/7d8b14689f17477f3f342fe9787b133d09f61e00/mp3/64/rec-1183083678187-2.mp3,I don't believe you!,我不信！,wǒ bù xìn ！,wo bu xin 
3,http://s3contents.chinesepod.com/1127/a9f3210d270bb9eaf08c75b30eba9e83639921c6/mp3/64/rec-1236294440468-3.mp3,I don't eat bones.,我不吃骨头。,wǒ bù chī gǔtou 。,wo bu chi gu tou 
4,http://s3contents.chinesepod.com/0532/7ba7c39bcac793f65765ad9af7acfb8fdd19e016/mp3/64/rec-1180407477160-1.mp3,I don't understand. Give me an example.,不懂。你举个例子。,bù dǒng 。 nǐ jǔ ge lìzi 。,bu dong  ni ju ge li zi 
3,http://s3contents.chinesepod.com/0724/640f2328082eabbb4016f1bac81e98a6fdcc212f/mp3/64/rec-1197003742953-2.mp3,I don't want any.,一点也不要！,yīdiǎn yě bù yào ！,yi dian ye bu yao 
2,http://s3contents.chinesepod.com/1165/37c933130680bb15dc58e8cb86a3845df1e9e87c/mp3/64/rec-1242088609671-3.mp3,I don't want to.,我不要。,wǒ bù yào 。,wo bu yao 
5,http://s3contents.chinesepod.com/0860/7e17772b8cedb17044b3b68bdfec09142221ef09/mp3/64/rec-1208247770531-2.mp3,I don't.  How about Wednesday?,我没空。星期三怎么样？,wǒ méikòng 。 xīngqī sān zěnmeyàng ？,wo mei kong  xing qi san zen yao yang 
4,http://s3contents.chinesepod.com/0175/80829ed6d9661befc5516d5744eb2212fc8f9d48/mp3/64/rec-1218150743031-1.mp3,I don’t eat meat. I am a vegetarian.,我不吃肉，我吃素。,wǒ bù chī ròu ， wǒ chī sù 。,wo bu chi rou  wo chi su 
2,http://s3contents.chinesepod.com/0071/9ae5499ff3a114baa180e6d10c23d2c9e9233d9b/mp3/64/rec-1185523894843-6.mp3,I don’t know.,我不知道。,wǒ bù zhīdào 。,wo bu zhi dao 
5,http://s3contents.chinesepod.com/0042/5c3131131c4d015bacf9c0d27fdf58b03034b5ee/mp3/64/rec-1220121208187-1.mp3,I don’t like fish very much. I want to eat sweet and sour pork.,我不太喜欢鱼。我想吃咕咾肉。,wǒ bùtài xǐhuan yú 。 wǒ xiǎng chī gūlǎoròu 。,wo bu tai xi huan yu  wo xiang chi gu lao rou 
4,http://s3contents.chinesepod.com/0071/9ae5499ff3a114baa180e6d10c23d2c9e9233d9b/mp3/64/rec-1185523894843-18.mp3,I don’t understand what you mean.,我不理解你的意思。,wǒ bù lǐjiě nǐ de yìsi 。,wo bu li jie ni de yi si 
2,http://s3contents.chinesepod.com/0071/9ae5499ff3a114baa180e6d10c23d2c9e9233d9b/mp3/64/rec-1185523894843-4.mp3,I don’t understand.,我不理解。,wǒ bù lǐjiě 。,wo bu li jie 
2,http://s3contents.chinesepod.com/0354/76f324a6795c50895d0d26e1846f2b866532fc44/mp3/64/rec-1218735362250-3.mp3,I feel like I’m going to throw up.,我想吐。,wǒ xiǎng tù 。,wo xiang tu 
3,http://s3contents.chinesepod.com/0509/58b6892a0b59055701191e5078c3b897e80afbd4/mp3/64/rec-1219082937328-2.mp3,I got bit by a mosquito!,我被蚊子咬了！,wǒ bèi wénzi yǎo le ！,wo bei wen zi yao le 
2,http://s3contents.chinesepod.com/0724/640f2328082eabbb4016f1bac81e98a6fdcc212f/mp3/64/rec-1197003742953-3.mp3,I got it.,我知道了。,wǒ zhīdào le 。,wo zhi dao le 
2,http://s3contents.chinesepod.com/0365/6b51c2d4021ceb92bf8242d9dda785a844d8240e/mp3/64/rec-1218491983187-0.mp3,I got married.,我结婚了。,wǒ jiéhūn le 。,wo jie hun le 
3,http://s3contents.chinesepod.com/1152/af9e4b028bbf519e5a2e7945305e2d56037b0590/mp3/64/rec-1240606386328-0.mp3,I have a lot of money!,我有很多钱！,wǒ yǒu hěn duō qián  ！,wo you hen duo qian 
3,http://s3contents.chinesepod.com/0263/2760dffd6b21c0b967f0b44fb519bdd504c75c56/mp3/64/rec-1218479705828-2.mp3,I have a toothache.  Ouch!,我牙疼。啊哟！,wǒ yá téng 。 āyō ！,wo ya teng  a yo 
2,http://s3contents.chinesepod.com/0229/2559e52670684685826d432d8397dfe7156d0fc8/mp3/64/rec-1218226842078-1.mp3,I have diarrhea.,我拉肚子。,wǒ lādùzi 。,wo la du zi 
2,http://s3contents.chinesepod.com/0793/3c6d59b7ccdbe25d3f1c2a6f4d58380a1ca86cf1/mp3/64/rec-1234463988156-1.mp3,I have to go to class.,我要上课。,wǒ yào shàngkè 。,wo yao shang ke 
4,http://s3contents.chinesepod.com/0071/9ae5499ff3a114baa180e6d10c23d2c9e9233d9b/mp3/64/rec-1185523894843-3.mp3,I know what you mean.,我明白你的意思。,wǒ míngbai nǐ de yìsi 。,wo ming bai ni de yi si 
2,http://s3contents.chinesepod.com/0657/50cef932f81753869e1cce69f8ac7db01c4a7a2a/mp3/64/rec-1190362407687-3.mp3,I know.,我知道。,wǒ zhīdào 。,wo zhi dao 
2,http://s3contents.chinesepod.com/0543/e57111761da3b8ec2beefa2890ae6df8ab5fe7b7/mp3/64/rec-1181113142585-3.mp3,I like it.,我喜欢。,wǒ xǐhuan 。,wo xi huan 
2,http://s3contents.chinesepod.com/0681/53ac7c70f1f11ff6886c400c94aa0448f9ed858b/mp3/64/rec-1193042956874-3.mp3,I like those too.,也喜欢。,yě xǐhuan 。,ye xi huan 
4,http://s3contents.chinesepod.com/0155/efa41e32fa65a9b3458182a8032ba99fca4d15e5/mp3/64/chinesepod_1908_dialogue_13078_prototype_4987_8157.mp3,I like to eat beef. And you?,我喜欢吃牛肉，你呢？,wǒ xǐhuan chī niúròu ， nǐ ne ？,wo xi huan chi niu rou  ni ni 
3,http://s3contents.chinesepod.com/0155/efa41e32fa65a9b3458182a8032ba99fca4d15e5/mp3/64/chinesepod_1908_dialogue_13079_prototype_11789_8440.mp3,I like to eat fish.,我喜欢吃鱼。,wǒ xǐhuan chī yú 。,wo xi huan chi yu 
3,http://s3contents.chinesepod.com/0681/53ac7c70f1f11ff6886c400c94aa0448f9ed858b/mp3/64/rec-1193042956874-1.mp3,I like to eat pumpkin soup.,我喜欢南瓜汤。,wǒ xǐhuan nánguātāng 。,wo xi huan nan gua tang 
5,http://s3contents.chinesepod.com/0046/ad6d575cf497575268c989c740579e8724e53b1a/mp3/64/rec-1220125120765-2.mp3,I like to go out with friends. We are going to a bar tonight.,我喜欢和朋友出去，我们今天晚上去酒吧。,wǒ xǐhuan hé péngyou chūqù ， wǒmen jīntiān wǎnshang qù jiǔbā 。,wo xi huan he peng you chu qu  wo men jin tian wan shang qu jiu ba 
3,http://s3contents.chinesepod.com/0877/15b48a233078bfef7d864abf693adc08e41a80ca/mp3/64/rec-1209942470375-2.mp3,I live in Suzhou.,我住在苏州。,wǒ zhù zài sūzhōu 。,wo zhu zai su zhou 
2,http://s3contents.chinesepod.com/0221/c1bab5974a1f40e41359ca22e2209e8e5f1925c9/mp3/64/rec-1218222302453-11.mp3,I love China.,我爱中国。,wǒ ài zhōngguó 。,wo ai zhong guo 
3,http://s3contents.chinesepod.com/0221/c1bab5974a1f40e41359ca22e2209e8e5f1925c9/mp3/64/rec-1218222302453-2.mp3,I love Chinese food.,我爱中国菜。,wǒ ài zhōngguó cài 。,wo ai zhong guo cai 
3,http://s3contents.chinesepod.com/0221/c1bab5974a1f40e41359ca22e2209e8e5f1925c9/mp3/64/rec-1218222302453-1.mp3,I love Chinese people.,我爱中国人。,wǒ ài zhōngguórén 。,wo ai zhong guo ren 
2,http://s3contents.chinesepod.com/0221/c1bab5974a1f40e41359ca22e2209e8e5f1925c9/mp3/64/rec-1218222302453-3.mp3,I love Chinese.,我爱中文。,wǒ ài zhōngwén 。,wo ai zhong wen 
3,http://s3contents.chinesepod.com/0247/f987b84412fe45c93ecbdee524a40d1ffa5803e7/mp3/64/rec-1216746707156-3.mp3,I love the Olympics.,我爱奥运会。,wǒ ài àoyùnhuì 。,wo ai ao yun hui 
3,http://s3contents.chinesepod.com/0247/f987b84412fe45c93ecbdee524a40d1ffa5803e7/mp3/64/rec-1216746707156-4.mp3,I love watching the Olympics.,我爱看奥运会。,wǒ ài kàn àoyùnhuì 。,wo ai kan ao yun hui 
2,http://s3contents.chinesepod.com/0564/7d8b14689f17477f3f342fe9787b133d09f61e00/mp3/64/rec-1183083678187-0.mp3,I love you.,我爱你。,wǒ ài nǐ 。,wo ai ni 
2,http://s3contents.chinesepod.com/1103/82ef47a6ebd7cd490a190f8299b9d0681cf6d29d/mp3/64/rec-1234314800187-4.mp3,I miss daddy,我想爸爸。,wǒ xiǎng bàba 。,wo xiang ba ba 
3,http://s3contents.chinesepod.com/0368/e400bceaa56c3e00a006d3085219f953b4e79c74/mp3/64/rec-1218493327578-3.mp3,I really don’t sing.,我真的不会唱。,wǒ zhēnde bùhuì chàng 。,wo zhen de bu hui chang 
2,http://s3contents.chinesepod.com/0213/1c216038ed0d3990172761ff3294929cefca9fd2/mp3/64/rec-1218220972796-3.mp3,I really don’t want it.,真的不要。,zhēnde bùyào 。,zhen de bu yao 
5,http://s3contents.chinesepod.com/0056/f31e4110d2531a4bf285284393247da950c54629/mp3/64/rec-1220126200343-3.mp3,I really like it. And especially the Chinese culture and language.,我很喜欢。特别是中国文化和语言。,wǒ hěn xǐhuan 。 tèbiéshì zhōngguó wénhuà hé yǔyán 。,wo hen xi huan  te bie shi zhong guo wen hua he yu yan 
